"";"Publication.Year";"Count.of.Simple.Family.Members";"Simple.Family.Cited.by.Count";"Count.of.Other.References";"Count.of.Cited.by.Patents";"Count.of.Cites.Patents";"Count.of.Cited.by.Patents.Within.3.years";"Count.of.Cited.by.Patents.Within.5.years";"Simple.Legal.Status";"Count.of.claims";"Quality.of.Family";"Cluster"
"3516";1950;1;0;0;0;0;0;0;3;6;0;"2"
"3517";2015;1;0;2;0;4;0;0;3;10;0;"1"
"3518";1999;1;4;1;4;0;1;1;3;1;0;"1"
"3519";1922;1;0;0;0;0;0;0;3;1;0;"2"
"3520";1957;1;2;0;2;0;2;2;3;1;0;"1"
"3521";2003;1;58;1;59;19;12;22;3;133;1;"2"
"3522";1950;1;0;0;0;0;0;0;3;5;0;"1"
"3523";1911;1;0;0;0;0;0;0;3;6;0;"2"
"3524";1911;1;0;0;0;0;0;0;3;2;0;"2"
"3525";1911;1;0;0;0;0;0;0;3;12;0;"2"
"3526";1929;1;0;0;0;0;0;0;3;1;0;"1"
"3527";1929;1;0;0;0;0;0;0;3;6;0;"2"
"3528";1961;1;4;0;4;0;0;0;3;13;0;"1"
"3529";1991;17;28;1;3;12;0;0;3;11;1;"1"
"3530";2014;2;1;0;0;1;0;0;3;41;0;"1"
"3531";1947;1;8;0;8;0;1;2;3;7;0;"1"
"3532";2002;1;2;0;2;1;0;0;3;5;0;"1"
"3533";2004;1;22;0;22;4;4;6;3;69;1;"1"
"3534";1922;1;0;0;0;0;0;0;3;2;0;"1"
"3535";1963;1;13;0;13;0;0;0;3;15;0;"2"
"3536";1914;1;0;0;0;0;0;0;3;25;0;"1"
"3537";2001;1;13;0;13;9;1;4;3;42;1;"2"
"3538";2001;1;13;0;13;9;1;4;3;42;1;"1"
"3539";1981;1;24;1;24;12;0;0;3;15;1;"1"
"3540";1995;1;4;1;4;0;0;1;3;3;0;"2"
"3541";2001;5;46;10;34;23;13;17;3;37;1;"2"
"3542";1975;1;8;0;8;16;0;0;3;31;1;"1"
"3543";2011;1;4;0;4;7;0;2;3;5;0;"2"
"3544";1989;1;16;2;16;22;0;0;3;9;1;"2"
"3545";1993;1;28;0;28;1;3;4;3;33;1;"2"
"3546";2013;3;0;1;0;6;0;0;3;2;0;"1"
"3547";1912;1;0;0;0;0;0;0;3;2;0;"1"
"3548";2017;1;0;0;0;0;0;0;3;10;0;"1"
"3549";2007;3;1;1;0;0;0;0;3;5;0;"2"
"3550";1995;1;0;4;0;1;0;0;1;32;0;"2"
"3551";1956;1;0;0;0;0;0;0;3;1;0;"2"
"3552";2017;2;0;0;0;4;0;0;1;17;0;"2"
"3553";1932;1;0;0;0;0;0;0;3;1;0;"1"
"3554";1989;1;8;0;8;0;0;0;3;8;0;"2"
"3555";2000;3;16;0;14;9;4;6;3;36;1;"1"
"3556";2020;2;0;0;0;9;0;0;1;48;1;"1"
"3557";1977;3;0;0;0;0;0;0;3;2;0;"1"
"3558";1943;1;1;0;1;0;0;0;3;13;0;"1"
"3559";2012;31;18;0;6;12;4;5;4;17;1;"2"
"3560";1962;1;0;0;0;0;0;0;3;2;0;"1"
"3561";2017;1;2;0;2;0;0;0;3;10;0;"2"
"3562";1972;1;13;0;13;3;0;1;3;12;1;"2"
"3564";1959;1;2;0;2;0;0;0;3;1;0;"2"
"3565";2005;4;62;0;1;5;0;0;1;17;1;"1"
"3566";1973;1;1;0;1;0;0;0;3;20;0;"2"
"3567";2013;1;4;0;4;0;2;4;3;9;0;"1"
"3568";1998;1;1;0;1;4;0;0;3;40;0;"2"
"3569";1996;1;1;1;1;0;0;0;3;3;0;"1"
"3570";1914;1;0;0;0;0;0;0;3;13;0;"2"
"3571";1964;1;3;0;3;0;0;0;3;1;0;"2"
"3572";2007;1;0;0;0;0;0;0;3;4;0;"2"
"3573";1922;1;0;0;0;0;0;0;3;8;0;"1"
"3574";2001;1;30;0;30;11;7;12;3;31;1;"1"
"3575";2000;1;0;0;0;0;0;0;3;9;0;"2"
"3576";2005;2;29;0;15;7;5;8;3;68;1;"1"
"3577";2006;1;1;0;1;0;1;1;3;5;0;"2"
"3578";2000;1;173;4;173;26;10;36;3;36;1;"2"
"3579";1994;1;5;0;5;0;0;0;3;3;0;"1"
"3580";1963;1;2;0;2;0;0;0;3;7;0;"1"
"3581";1921;1;0;0;0;0;0;0;3;1;0;"1"
"3582";1926;1;0;0;0;0;0;0;3;1;0;"2"
"3583";1958;1;0;0;0;0;0;0;3;2;0;"2"
"3584";2002;1;25;0;25;4;1;1;3;40;1;"2"
"3585";2014;2;0;0;0;0;0;0;3;7;0;"2"
"3586";1935;1;0;0;0;0;0;0;3;1;0;"2"
"3587";1909;1;0;0;0;0;0;0;3;26;0;"2"
"3588";1973;1;0;0;0;0;0;0;3;21;0;"2"
"3589";1925;1;0;0;0;0;0;0;3;12;0;"1"
"3590";1989;2;5;0;0;2;0;0;3;1;0;"1"
"3591";2004;1;1;0;1;2;1;1;3;10;0;"1"
"3592";1990;7;4;1;0;2;0;0;3;12;0;"2"
"3593";1910;1;0;0;0;0;0;0;3;3;0;"2"
"3594";1938;1;3;0;3;0;0;0;3;7;0;"1"
"3595";2014;1;7;0;7;5;5;7;3;6;0;"1"
"3596";2012;7;90;0;2;6;0;1;3;22;1;"1"
"3597";1995;2;0;0;0;0;0;0;3;5;0;"2"
"3598";2002;1;18;0;18;6;2;5;3;42;1;"2"
"3599";1978;1;17;0;17;9;0;0;3;5;1;"2"
"3600";2003;1;16;0;16;0;0;2;3;10;0;"1"
"3601";1999;3;321;2;304;14;54;94;3;180;1;"1"
"3602";2001;1;0;0;0;0;0;0;3;2;0;"2"
"3603";2010;1;3;1;3;5;0;1;3;7;0;"2"
"3604";1934;1;0;0;0;0;0;0;3;10;0;"1"
"3605";2006;2;0;0;0;0;0;0;3;12;0;"1"
"3606";2004;6;58;0;14;12;7;9;4;24;1;"1"
"3607";1994;1;11;0;11;0;0;0;3;6;0;"1"
"3608";1971;1;3;0;3;0;0;0;3;19;0;"1"
"3609";1976;1;25;0;25;6;0;0;3;3;1;"1"
"3610";1935;1;0;0;0;0;0;0;3;7;0;"1"
"3611";1972;1;10;0;10;5;0;0;3;19;1;"1"
"3612";1969;1;0;0;0;0;0;0;3;1;0;"2"
"3613";2011;1;0;0;0;4;0;0;3;4;0;"1"
"3614";2000;1;56;0;56;14;10;15;3;32;1;"1"
"3615";2003;1;2;0;2;0;0;0;3;1;0;"1"
"3616";2000;1;0;1;0;0;0;0;3;1;0;"2"
"3617";2020;5;0;0;0;0;0;0;2;36;1;"2"
"3618";1992;2;10;2;10;2;1;2;3;26;0;"2"
"3619";2005;2;7;0;6;8;1;4;3;42;1;"2"
"3620";2018;1;0;0;0;3;0;0;3;121;0;"1"
"3621";1916;1;0;0;0;0;0;0;3;8;0;"1"
"3622";2013;1;2;0;2;4;2;2;3;2;0;"2"
"3623";1933;1;1;0;1;0;0;0;3;1;0;"2"
"3624";1922;1;1;0;1;0;0;0;3;11;0;"1"
"3625";1907;1;0;0;0;0;0;0;3;32;0;"2"
"3626";1912;1;0;0;0;0;0;0;3;8;0;"2"
"3627";1966;1;0;0;0;0;0;0;3;1;0;"2"
"3628";1912;1;0;0;0;0;0;0;3;5;0;"1"
"3629";2011;3;53;0;39;18;16;25;4;12;1;"1"
"3630";1931;1;0;0;0;0;0;0;3;1;0;"1"
"3631";2020;11;114;67;0;171;0;0;4;35;1;"1"
"3632";1928;1;1;0;1;0;0;0;3;3;0;"1"
"3633";2007;1;4;0;4;0;1;1;3;16;0;"1"
"3634";2009;1;2;0;2;0;0;0;3;1;0;"1"
"3635";1939;1;4;0;4;0;0;1;3;11;0;"2"
"3636";2007;1;2;1;2;3;0;2;3;3;0;"1"
"3637";1982;1;62;0;62;17;2;2;3;17;1;"1"
"3638";1920;1;0;0;0;0;0;0;3;5;0;"2"
"3639";1932;1;0;0;0;0;0;0;3;1;0;"2"
"3640";1991;1;6;0;6;0;0;0;3;9;0;"1"
"3641";1922;1;2;0;2;0;0;0;3;7;0;"1"
"3642";2016;7;37;0;0;0;0;0;1;67;1;"2"
"3643";1948;1;3;0;3;0;1;1;3;1;0;"2"
"3644";2005;2;2;0;2;4;0;0;3;8;0;"1"
"3645";1912;1;1;0;1;0;0;0;3;25;0;"1"
"3646";1997;4;0;0;0;0;0;0;3;23;0;"2"
"3647";2013;1;5;0;5;0;2;3;3;10;0;"1"
"3648";1980;4;3;0;0;0;0;0;3;11;0;"1"
"3649";1925;1;0;0;0;0;0;0;3;1;0;"2"
"3650";1944;1;0;0;0;0;0;0;3;7;0;"1"
"3651";2016;1;0;0;0;5;0;0;3;17;0;"1"
"3652";1920;1;0;0;0;0;0;0;3;2;0;"2"
"3653";1915;1;0;0;0;0;0;0;3;9;0;"2"
"3654";1978;1;28;0;28;6;0;0;3;5;1;"1"
"3655";1996;1;49;3;49;10;0;1;3;24;1;"2"
"3656";2012;2;64;0;1;0;0;0;3;1;0;"2"
"3657";1928;1;0;0;0;0;0;0;3;1;0;"1"
"3658";2007;1;2;0;2;7;2;2;1;13;0;"1"
"3659";1911;1;0;0;0;0;0;0;3;3;0;"2"
"3660";1987;12;62;2;41;19;1;1;3;10;1;"2"
"3661";1994;5;10;0;2;4;0;0;3;16;0;"2"
"3662";1949;1;3;0;3;0;0;0;3;2;0;"2"
"3663";2008;1;0;0;0;0;0;0;3;9;0;"1"
"3664";2002;3;49;0;45;20;4;5;3;15;1;"1"
"3665";1988;1;1;0;1;0;0;0;3;66;0;"2"
"3666";1915;1;0;0;0;0;0;0;3;17;0;"1"
"3667";1948;1;1;0;1;0;0;0;3;21;0;"1"
"3668";1932;1;0;0;0;0;0;0;3;1;0;"1"
"3669";1953;1;1;0;1;0;0;0;3;2;0;"2"
"3670";1967;1;0;0;0;0;0;0;3;1;0;"1"
"3671";1912;1;0;0;0;0;0;0;3;20;0;"1"
"3672";1990;1;3;0;3;2;2;2;3;29;0;"2"
"3673";2009;1;6;0;6;0;2;2;3;20;0;"1"
"3674";1995;5;48;0;45;5;0;0;3;37;1;"2"
